family,split,fold_id,anchor_offset,contribution_denominator,contribution_denominator_zero,top1_instrument_id,top1_instrument_event_count,top1_instrument_contribution_share,top5_instrument_contribution_share,top1_industry,top1_industry_contribution_share,fold_contribution_share_of_total_abs_contribution,horizon,scope,max_anchor_abs_contribution_share_of_total
volume_surge_money_flow,train_oof_unseen,aggregate,all,7.994822168431968,False,SH601698,153,0.034178916673526114,0.11708707022747576,sw_801080,0.11579103796787561,0.06525823505204895,H3,aggregate_full_daily,
volume_surge_money_flow,train_oof_unseen,aggregate,0,3.369371305967116,False,SH601698,52,0.05457378404085601,0.1586246624809157,sw_801080,0.10663672848469734,0.08927489001769916,H3,aggregate_anchor,
volume_surge_money_flow,train_oof_unseen,aggregate,1,3.2367145839877978,False,SZ002602,57,0.03626791962770161,0.10758466211005123,sw_801080,0.12387061423516627,0.07429869372288982,H3,aggregate_anchor,
volume_surge_money_flow,train_oof_unseen,aggregate,2,3.0531238832205005,False,SH601698,49,0.02399917172764153,0.1066936910401313,sw_801080,0.1019980154110763,0.07122162522103374,H3,aggregate_anchor,
volume_surge_money_flow,train_oof_unseen,aggregate,all,7.994822168431968,False,SH601698,153,0.034178916673526114,0.11708707022747576,sw_801080,0.11579103796787561,0.06525823505204895,H3,aggregate_anchor_controlled,0.9518618882009852
volume_surge_money_flow,train_oof_unseen,0,all,6.371182296310298,False,SZ002602,174,0.10322315202774737,0.35414962690816726,sw_801780,0.127927632358088,0.1901077595971883,H3,fold_full_daily,
volume_surge_money_flow,train_oof_unseen,1,all,6.109262511833414,False,SZ000538,304,0.055789722143080964,0.24701483524703602,sw_801150,0.15426759564552778,0.1562436923755614,H3,fold_full_daily,
volume_surge_money_flow,train_oof_unseen,2,all,6.8647530570199615,False,SZ002594,340,0.10055223165694414,0.3249208532170578,sw_801880,0.19334608778167994,0.003177557647240472,H3,fold_full_daily,
volume_surge_money_flow,train_oof_unseen,3,all,6.626006334007033,False,SH600010,327,0.08742412758910796,0.2658026585368636,sw_801080,0.19344228257742213,0.03896916385003357,H3,fold_full_daily,
volume_surge_money_flow,train_oof_unseen,4,all,6.713383027878583,False,SH600588,208,0.07630663763307839,0.27283064121085765,sw_801750,0.10345587700909896,0.06106524969366866,H3,fold_full_daily,
volume_surge_money_flow,validation_oof_unseen,aggregate,all,4.6887372119615485,False,SH601127,172,0.03812779446629825,0.13792707240894117,sw_801080,0.12621116818256548,0.03293685147966327,H3,aggregate_full_daily,
volume_surge_money_flow,validation_oof_unseen,aggregate,0,1.8452017522788884,False,SH601689,57,0.04227191123462001,0.14098095868436278,sw_801880,0.11019333170763901,0.03444280656596205,H3,aggregate_anchor,
volume_surge_money_flow,validation_oof_unseen,aggregate,1,1.8674737350842932,False,SH601138,59,0.03544959258683131,0.12390789760472352,sw_801080,0.13484012930082123,0.04568069741065084,H3,aggregate_anchor,
volume_surge_money_flow,validation_oof_unseen,aggregate,2,1.7832321607120538,False,SH601127,57,0.03299264542763882,0.11705961778127177,sw_801080,0.10838128409145897,0.0538168896058106,H3,aggregate_anchor,
volume_surge_money_flow,validation_oof_unseen,aggregate,all,4.6887372119615485,False,SH601127,172,0.03812779446629825,0.13792707240894117,sw_801080,0.12621116818256548,0.03293685147966327,H3,aggregate_anchor_controlled,0.5579070038765009
volume_surge_money_flow,validation_oof_unseen,0,all,3.871748265606322,False,SZ000301,190,0.07134520493681837,0.28535399720608845,sw_801730,0.11246485628966578,0.04666571412055917,H3,fold_full_daily,
volume_surge_money_flow,validation_oof_unseen,1,all,4.426267577879232,False,SZ002475,169,0.10318266887095875,0.36576816271093987,sw_801080,0.15862413290392488,0.23603132344822095,H3,fold_full_daily,
volume_surge_money_flow,validation_oof_unseen,2,all,4.634158694656066,False,SH601138,176,0.1967982785575455,0.42481317357621845,sw_801080,0.28446797045546524,0.003010942184498408,H3,fold_full_daily,
volume_surge_money_flow,validation_oof_unseen,3,all,5.480654058527059,False,SH601127,155,0.26495629811128024,0.43676067357514997,sw_801880,0.2683645910487802,0.02501739501338304,H3,fold_full_daily,
volume_surge_money_flow,validation_oof_unseen,4,all,4.339868051675204,False,SH601689,160,0.08938059462705666,0.3030951013503241,sw_801880,0.16527781545841216,0.14763649990316421,H3,fold_full_daily,
volume_surge_money_flow,robustness_oof_unseen,aggregate,all,4.608548180207816,False,SZ000792,232,0.04120885441020236,0.16775547203088845,sw_801080,0.12224504442544142,0.05585314862057928,H3,aggregate_full_daily,
volume_surge_money_flow,robustness_oof_unseen,aggregate,0,1.912467337703967,False,SH601336,57,0.0660441322029624,0.23645687860142522,sw_801790,0.1211953837425709,0.04894559608419342,H3,aggregate_anchor,
volume_surge_money_flow,robustness_oof_unseen,aggregate,1,1.6460214650441667,False,SH600703,56,0.042623933193712375,0.13887136141921916,sw_801080,0.16104301261154658,0.045299205082496706,H3,aggregate_anchor,
volume_surge_money_flow,robustness_oof_unseen,aggregate,2,1.7578127519896989,False,SH600233,36,0.0671836862127588,0.20343753584799684,sw_801170,0.11672745258454473,0.08907262099470858,H3,aggregate_anchor,
volume_surge_money_flow,robustness_oof_unseen,aggregate,all,4.608548180207816,False,SZ000792,232,0.04120885441020236,0.16775547203088845,sw_801080,0.12224504442544142,0.05585314862057928,H3,aggregate_anchor_controlled,0.5534972827783706
volume_surge_money_flow,robustness_oof_unseen,0,all,3.715755630111831,False,SH603288,126,0.1297450880434847,0.34214246056690767,sw_801120,0.15816353168730163,0.18774240053048388,H3,fold_full_daily,
