instrument_id,canonical_instrument_id,hash_input_description,hash_value,instrument_fold_id,train_signal_count,validation_signal_count,robustness_signal_count
SZ002179,SZ002179,utf-8 bytes of canonical_instrument_id.lower(),10119624871849840206,1,339,483,485
SH603517,SH603517,utf-8 bytes of canonical_instrument_id.lower(),10119595242046183991,1,112,0,0
SH603806,SH603806,utf-8 bytes of canonical_instrument_id.lower(),10583685627755180524,4,345,431,39
SH601216,SH601216,utf-8 bytes of canonical_instrument_id.lower(),7594438556707026590,0,104,0,20
SH603195,SH603195,utf-8 bytes of canonical_instrument_id.lower(),15133298324883583643,3,347,483,485
SH601865,SH601865,utf-8 bytes of canonical_instrument_id.lower(),6712045363629823390,0,309,483,147
SZ002791,SZ002791,utf-8 bytes of canonical_instrument_id.lower(),7884764584233527292,2,175,19,0
SH603707,SH603707,utf-8 bytes of canonical_instrument_id.lower(),5230441753847361465,0,30,0,0
SH600079,SH600079,utf-8 bytes of canonical_instrument_id.lower(),13535658842650390509,4,70,0,0
SZ002385,SZ002385,utf-8 bytes of canonical_instrument_id.lower(),17085680444352180243,3,4,0,0
SH603338,SH603338,utf-8 bytes of canonical_instrument_id.lower(),2940949018269108445,0,81,0,0
SH600118,SH600118,utf-8 bytes of canonical_instrument_id.lower(),13194019203055562678,3,1,0,38
SH600095,SH600095,utf-8 bytes of canonical_instrument_id.lower(),18415070464624515136,1,1,0,0
SH601696,SH601696,utf-8 bytes of canonical_instrument_id.lower(),3570788524106388099,4,144,0,1
SH603939,SH603939,utf-8 bytes of canonical_instrument_id.lower(),17976802937549993162,2,103,3,0
SH603882,SH603882,utf-8 bytes of canonical_instrument_id.lower(),6613421532520875802,2,212,0,0
SH600132,SH600132,utf-8 bytes of canonical_instrument_id.lower(),5922903403164305433,3,285,293,0
SZ002459,SZ002459,utf-8 bytes of canonical_instrument_id.lower(),11691398569216390089,4,235,483,115
SZ002797,SZ002797,utf-8 bytes of canonical_instrument_id.lower(),16795272167510695042,2,1,0,0
SH603392,SH603392,utf-8 bytes of canonical_instrument_id.lower(),7994508802337177446,1,289,483,485
SH601799,SH601799,utf-8 bytes of canonical_instrument_id.lower(),14932182341791508949,4,273,25,0
SH600426,SH600426,utf-8 bytes of canonical_instrument_id.lower(),15801516028152014112,2,284,483,268
SH603816,SH603816,utf-8 bytes of canonical_instrument_id.lower(),11864866847353002034,4,71,0,0
SZ000703,SZ000703,utf-8 bytes of canonical_instrument_id.lower(),5385042976531789361,1,56,0,0
SH600754,SH600754,utf-8 bytes of canonical_instrument_id.lower(),294408737468020299,4,175,362,0
SZ002064,SZ002064,utf-8 bytes of canonical_instrument_id.lower(),4385953901440388875,0,207,2,12
SZ000301,SZ000301,utf-8 bytes of canonical_instrument_id.lower(),2699890885956762075,0,234,483,467
SH600918,SH600918,utf-8 bytes of canonical_instrument_id.lower(),9024339468691346449,4,267,232,39
SZ002709,SZ002709,utf-8 bytes of canonical_instrument_id.lower(),9348286478753946285,0,223,452,77
SZ002568,SZ002568,utf-8 bytes of canonical_instrument_id.lower(),2974414832230185155,0,189,0,0
SH603087,SH603087,utf-8 bytes of canonical_instrument_id.lower(),11069903470432440789,4,137,0,0
SZ002074,SZ002074,utf-8 bytes of canonical_instrument_id.lower(),14494929175016966855,0,153,298,132
SH601021,SH601021,utf-8 bytes of canonical_instrument_id.lower(),3577879801855966187,2,187,288,444
SH603486,SH603486,utf-8 bytes of canonical_instrument_id.lower(),36474816462306627,2,243,180,59
SZ000799,SZ000799,utf-8 bytes of canonical_instrument_id.lower(),12882019881656532368,3,221,110,0
SH603317,SH603317,utf-8 bytes of canonical_instrument_id.lower(),17801054286199596127,2,1,0,0
SH601966,SH601966,utf-8 bytes of canonical_instrument_id.lower(),6356528798103437851,1,202,1,0
SZ002013,SZ002013,utf-8 bytes of canonical_instrument_id.lower(),9088920244311411488,3,93,14,0
SH600655,SH600655,utf-8 bytes of canonical_instrument_id.lower(),13060089159949344595,0,19,0,0
SH600862,SH600862,utf-8 bytes of canonical_instrument_id.lower(),4981736592389299666,1,46,0,0
SH600143,SH600143,utf-8 bytes of canonical_instrument_id.lower(),13425514056187240272,2,154,0,38
SH601233,SH601233,utf-8 bytes of canonical_instrument_id.lower(),5877728489058311259,4,169,34,0
SZ002920,SZ002920,utf-8 bytes of canonical_instrument_id.lower(),16748671407300857370,0,179,483,447
SH601689,SH601689,utf-8 bytes of canonical_instrument_id.lower(),12039438207442986019,4,62,483,485
SH603638,SH603638,utf-8 bytes of canonical_instrument_id.lower(),17447601355878222939,4,8,0,0
SH603345,SH603345,utf-8 bytes of canonical_instrument_id.lower(),4871473661850556674,4,95,5,0
SH600486,SH600486,utf-8 bytes of canonical_instrument_id.lower(),1041997887404677279,4,3,0,0
SH600089,SH600089,utf-8 bytes of canonical_instrument_id.lower(),3874998775377863507,2,122,483,485
SZ002648,SZ002648,utf-8 bytes of canonical_instrument_id.lower(),6207888015388529176,1,174,380,463
SH600803,SH600803,utf-8 bytes of canonical_instrument_id.lower(),638896373744416740,0,117,380,479
SZ002078,SZ002078,utf-8 bytes of canonical_instrument_id.lower(),9581818218628450135,0,7,0,0
SZ002353,SZ002353,utf-8 bytes of canonical_instrument_id.lower(),10249487436141491529,4,3,0,72
SH600219,SH600219,utf-8 bytes of canonical_instrument_id.lower(),9125816685612235818,3,118,45,55
SZ002532,SZ002532,utf-8 bytes of canonical_instrument_id.lower(),4570495520177989500,0,53,0,75
SH603737,SH603737,utf-8 bytes of canonical_instrument_id.lower(),1813177765131018337,2,132,3,0
SH600674,SH600674,utf-8 bytes of canonical_instrument_id.lower(),17557468774281006848,3,177,435,485
SZ000932,SZ000932,utf-8 bytes of canonical_instrument_id.lower(),17437936876856692471,1,52,0,0
SH600956,SH600956,utf-8 bytes of canonical_instrument_id.lower(),11927557122890920882,2,134,127,0
SZ000027,SZ000027,utf-8 bytes of canonical_instrument_id.lower(),10761365666944907609,4,21,0,0
SH600779,SH600779,utf-8 bytes of canonical_instrument_id.lower(),18254153535797145256,1,157,18,0
SH600733,SH600733,utf-8 bytes of canonical_instrument_id.lower(),1671351851976464471,1,147,0,45
SH601127,SH601127,utf-8 bytes of canonical_instrument_id.lower(),1540302385826679843,3,169,433,485
SH601995,SH601995,utf-8 bytes of canonical_instrument_id.lower(),12349610192410046737,2,167,483,465
SZ002340,SZ002340,utf-8 bytes of canonical_instrument_id.lower(),16579817761778228975,0,117,2,0
SH600460,SH600460,utf-8 bytes of canonical_instrument_id.lower(),12907797648499281090,0,150,237,45
SH600702,SH600702,utf-8 bytes of canonical_instrument_id.lower(),4863767026034507295,0,155,270,0
SH601838,SH601838,utf-8 bytes of canonical_instrument_id.lower(),9216770555680943431,1,2,365,447
SH603893,SH603893,utf-8 bytes of canonical_instrument_id.lower(),9179516827728272314,4,115,3,238
SH600704,SH600704,utf-8 bytes of canonical_instrument_id.lower(),15388545747459044495,0,5,0,0
SH603127,SH603127,utf-8 bytes of canonical_instrument_id.lower(),9656819145540423902,2,89,4,0
SH603185,SH603185,utf-8 bytes of canonical_instrument_id.lower(),124562766602592251,1,111,106,0
SH603290,SH603290,utf-8 bytes of canonical_instrument_id.lower(),6937608802075645161,1,123,277,0
SH601636,SH601636,utf-8 bytes of canonical_instrument_id.lower(),17840631445552461946,1,61,0,0
SZ000408,SZ000408,utf-8 bytes of canonical_instrument_id.lower(),5193206337353131783,3,116,112,234
SZ000009,SZ000009,utf-8 bytes of canonical_instrument_id.lower(),18162207455293793159,4,64,0,0
SH600884,SH600884,utf-8 bytes of canonical_instrument_id.lower(),9795229634604054142,2,94,154,0
SH600885,SH600885,utf-8 bytes of canonical_instrument_id.lower(),9535877986917259257,2,69,6,0
SZ003022,SZ003022,utf-8 bytes of canonical_instrument_id.lower(),11256438140774836344,4,94,72,0
SZ000825,SZ000825,utf-8 bytes of canonical_instrument_id.lower(),4223124827640939679,4,51,0,0
SH605358,SH605358,utf-8 bytes of canonical_instrument_id.lower(),10650949680700458503,3,85,36,0
SH600399,SH600399,utf-8 bytes of canonical_instrument_id.lower(),18444460216850086851,1,16,0,0
SH601117,SH601117,utf-8 bytes of canonical_instrument_id.lower(),14093820200732927852,2,93,340,60
SZ000959,SZ000959,utf-8 bytes of canonical_instrument_id.lower(),2791489846351622135,0,17,0,0
SH600875,SH600875,utf-8 bytes of canonical_instrument_id.lower(),11286599399757985500,0,74,342,270
SH603026,SH603026,utf-8 bytes of canonical_instrument_id.lower(),16505898749988104695,0,43,0,0
SZ000733,SZ000733,utf-8 bytes of canonical_instrument_id.lower(),12892725066338022266,1,76,287,0
SZ000831,SZ000831,utf-8 bytes of canonical_instrument_id.lower(),18043623092830330123,3,9,0,60
SZ000807,SZ000807,utf-8 bytes of canonical_instrument_id.lower(),136898842464374391,1,21,60,301
SZ002080,SZ002080,utf-8 bytes of canonical_instrument_id.lower(),16279002847931559169,4,83,24,90
SH600295,SH600295,utf-8 bytes of canonical_instrument_id.lower(),6822683749134050347,2,18,0,0
SZ002240,SZ002240,utf-8 bytes of canonical_instrument_id.lower(),10439802413579744329,4,52,39,0
SZ000983,SZ000983,utf-8 bytes of canonical_instrument_id.lower(),1159463814566665925,0,13,331,133
SH600096,SH600096,utf-8 bytes of canonical_instrument_id.lower(),9112169903804450430,0,20,56,63
SH600236,SH600236,utf-8 bytes of canonical_instrument_id.lower(),14308618747147966419,4,25,38,302
SH601699,SH601699,utf-8 bytes of canonical_instrument_id.lower(),16391024027746824190,0,8,274,126
SH600256,SH600256,utf-8 bytes of canonical_instrument_id.lower(),6910059470600667750,0,18,316,90
SH600808,SH600808,utf-8 bytes of canonical_instrument_id.lower(),13371299533721487377,2,3,0,0
SZ002326,SZ002326,utf-8 bytes of canonical_instrument_id.lower(),9698135708433376171,1,50,0,0
SH601969,SH601969,utf-8 bytes of canonical_instrument_id.lower(),11376811429384826262,2,2,0,0
SZ000630,SZ000630,utf-8 bytes of canonical_instrument_id.lower(),4819024291259831869,4,5,0,139
SZ002176,SZ002176,utf-8 bytes of canonical_instrument_id.lower(),1206608862288016864,4,4,1,0
SZ002497,SZ002497,utf-8 bytes of canonical_instrument_id.lower(),11885948441933217022,2,1,0,0
SH600141,SH600141,utf-8 bytes of canonical_instrument_id.lower(),13656635224566922471,1,20,4,0
SH601615,SH601615,utf-8 bytes of canonical_instrument_id.lower(),5702350230985285538,3,59,255,0
SH600160,SH600160,utf-8 bytes of canonical_instrument_id.lower(),2868836584267591684,4,2,9,426
SH600027,SH600027,utf-8 bytes of canonical_instrument_id.lower(),15778266206997494645,0,7,323,475
SH600039,SH600039,utf-8 bytes of canonical_instrument_id.lower(),13966936632367087206,1,47,408,470
SH605117,SH605117,utf-8 bytes of canonical_instrument_id.lower(),1275638354682151815,0,15,280,318
SZ000877,SZ000877,utf-8 bytes of canonical_instrument_id.lower(),5730436905128318049,4,44,483,99
SH600563,SH600563,utf-8 bytes of canonical_instrument_id.lower(),9594897695464993354,4,29,0,0
SH600522,SH600522,utf-8 bytes of canonical_instrument_id.lower(),2071139626297037002,2,37,375,210
SZ002268,SZ002268,utf-8 bytes of canonical_instrument_id.lower(),8655950996852079334,4,9,0,0
SH600765,SH600765,utf-8 bytes of canonical_instrument_id.lower(),5152153043697023220,0,16,20,0
SZ002756,SZ002756,utf-8 bytes of canonical_instrument_id.lower(),17634234311891079752,2,29,147,0
SH603198,SH603198,utf-8 bytes of canonical_instrument_id.lower(),7363380671997887456,1,31,239,95
SH605499,SH605499,utf-8 bytes of canonical_instrument_id.lower(),5790086469634978528,3,29,474,485
SH603456,SH603456,utf-8 bytes of canonical_instrument_id.lower(),5817100668313329259,4,4,0,0
SH600905,SH600905,utf-8 bytes of canonical_instrument_id.lower(),725056492596879703,3,19,483,485
SH600732,SH600732,utf-8 bytes of canonical_instrument_id.lower(),8704422542632391645,0,8,101,0
SH603589,SH603589,utf-8 bytes of canonical_instrument_id.lower(),6525465349585424292,2,3,0,0
SZ000537,SZ000537,utf-8 bytes of canonical_instrument_id.lower(),5364239152600236772,2,1,0,0
SH601825,SH601825,utf-8 bytes of canonical_instrument_id.lower(),12062614060019476737,2,0,453,485
SH601728,SH601728,utf-8 bytes of canonical_instrument_id.lower(),16357197995362201811,1,0,452,485
SZ002603,SZ002603,utf-8 bytes of canonical_instrument_id.lower(),7002111579634497820,0,0,99,0
SH601868,SH601868,utf-8 bytes of canonical_instrument_id.lower(),14987898636836280128,3,0,427,485
SH600026,SH600026,utf-8 bytes of canonical_instrument_id.lower(),8399931716525381163,3,0,363,405
SH603606,SH603606,utf-8 bytes of canonical_instrument_id.lower(),9572998145551989707,2,0,92,0
SH603688,SH603688,utf-8 bytes of canonical_instrument_id.lower(),16677330959723083118,3,0,46,0
SH603568,SH603568,utf-8 bytes of canonical_instrument_id.lower(),16201811958033721341,1,0,22,0
SH600941,SH600941,utf-8 bytes of canonical_instrument_id.lower(),9266916634741814027,2,0,363,485
SZ000629,SZ000629,utf-8 bytes of canonical_instrument_id.lower(),3164931112238376462,2,0,39,0
SZ001289,SZ001289,utf-8 bytes of canonical_instrument_id.lower(),9595813229755326346,1,0,350,485
SH603605,SH603605,utf-8 bytes of canonical_instrument_id.lower(),3205300723522498764,4,0,42,0
SH600348,SH600348,utf-8 bytes of canonical_instrument_id.lower(),15925765792347379784,4,0,16,0
SH603613,SH603613,utf-8 bytes of canonical_instrument_id.lower(),636962744053019371,1,0,78,0
SZ000519,SZ000519,utf-8 bytes of canonical_instrument_id.lower(),13957781759732754660,0,0,1,0
SH600938,SH600938,utf-8 bytes of canonical_instrument_id.lower(),6797995229293187419,4,0,294,485
SZ000999,SZ000999,utf-8 bytes of canonical_instrument_id.lower(),13116225632634643608,3,0,150,393
SH600995,SH600995,utf-8 bytes of canonical_instrument_id.lower(),9991051357459787139,4,0,3,0
SZ002153,SZ002153,utf-8 bytes of canonical_instrument_id.lower(),16609035479513415833,3,0,5,0
SH600372,SH600372,utf-8 bytes of canonical_instrument_id.lower(),5884359767020153498,3,0,172,482
SH600415,SH600415,utf-8 bytes of canonical_instrument_id.lower(),15478258632800898942,2,0,27,307
SZ001872,SZ001872,utf-8 bytes of canonical_instrument_id.lower(),3648749221504884129,4,0,3,258
SH600482,SH600482,utf-8 bytes of canonical_instrument_id.lower(),13487649958806882697,2,0,7,183
SH601059,SH601059,utf-8 bytes of canonical_instrument_id.lower(),14485870779697143589,4,0,105,243
SH601136,SH601136,utf-8 bytes of canonical_instrument_id.lower(),16555384677475321473,3,0,93,453
SZ002945,SZ002945,utf-8 bytes of canonical_instrument_id.lower(),11682835220398319530,0,0,1,1
SH600985,SH600985,utf-8 bytes of canonical_instrument_id.lower(),15767094194218954941,1,0,0,35
SH603296,SH603296,utf-8 bytes of canonical_instrument_id.lower(),16589491279499157494,4,0,0,406
SZ000975,SZ000975,utf-8 bytes of canonical_instrument_id.lower(),10244578605440304487,2,0,0,267
SH601058,SH601058,utf-8 bytes of canonical_instrument_id.lower(),1548903898436145668,3,0,0,101
SZ000933,SZ000933,utf-8 bytes of canonical_instrument_id.lower(),1860634971544992336,1,0,0,94
SZ002028,SZ002028,utf-8 bytes of canonical_instrument_id.lower(),157382482181278153,3,0,0,392
SH601567,SH601567,utf-8 bytes of canonical_instrument_id.lower(),5063077871772258116,1,0,0,7
SH601168,SH601168,utf-8 bytes of canonical_instrument_id.lower(),13058418030334461576,1,0,0,65
SZ000921,SZ000921,utf-8 bytes of canonical_instrument_id.lower(),6819082864266394291,1,0,0,41
SZ002128,SZ002128,utf-8 bytes of canonical_instrument_id.lower(),8250851913694820622,2,0,0,84
SH600418,SH600418,utf-8 bytes of canonical_instrument_id.lower(),6783988821978506070,0,0,0,305
SH600839,SH600839,utf-8 bytes of canonical_instrument_id.lower(),577973133014107421,1,0,0,93
SZ000158,SZ000158,utf-8 bytes of canonical_instrument_id.lower(),317220145047221648,3,0,0,8
SZ000958,SZ000958,utf-8 bytes of canonical_instrument_id.lower(),121085705033745329,4,0,0,3
SZ002583,SZ002583,utf-8 bytes of canonical_instrument_id.lower(),4718179308299641537,2,0,0,1
SH600895,SH600895,utf-8 bytes of canonical_instrument_id.lower(),1817701798617010010,0,0,0,110
SZ002085,SZ002085,utf-8 bytes of canonical_instrument_id.lower(),8866073305938493808,3,0,0,1
SZ002156,SZ002156,utf-8 bytes of canonical_instrument_id.lower(),4273280432179833536,1,0,0,85
SH601456,SH601456,utf-8 bytes of canonical_instrument_id.lower(),8810932996637188922,2,0,0,240
SH600350,SH600350,utf-8 bytes of canonical_instrument_id.lower(),808273249273352818,3,0,0,77
SZ002261,SZ002261,utf-8 bytes of canonical_instrument_id.lower(),15604510840098349702,2,0,0,9
SZ002653,SZ002653,utf-8 bytes of canonical_instrument_id.lower(),5708621475642406346,1,0,0,133
SH600988,SH600988,utf-8 bytes of canonical_instrument_id.lower(),16448505317920516257,2,0,0,121
SZ002294,SZ002294,utf-8 bytes of canonical_instrument_id.lower(),13178401579280071799,4,0,0,149
SZ002595,SZ002595,utf-8 bytes of canonical_instrument_id.lower(),5212612304381749106,1,0,0,61
SZ001391,SZ001391,utf-8 bytes of canonical_instrument_id.lower(),1437772689035911699,4,0,0,125
SH603228,SH603228,utf-8 bytes of canonical_instrument_id.lower(),17327150673063569471,1,0,0,111
SH601555,SH601555,utf-8 bytes of canonical_instrument_id.lower(),10801675132964457926,1,0,0,16
SZ000988,SZ000988,utf-8 bytes of canonical_instrument_id.lower(),1783357961445994341,1,0,0,105
SZ002837,SZ002837,utf-8 bytes of canonical_instrument_id.lower(),4213274892760298004,4,0,0,96
SH600673,SH600673,utf-8 bytes of canonical_instrument_id.lower(),18131515639970797829,4,0,0,93
SH600580,SH600580,utf-8 bytes of canonical_instrument_id.lower(),10901930040154522318,3,0,0,91
SZ002281,SZ002281,utf-8 bytes of canonical_instrument_id.lower(),4503090347819678419,4,0,0,54
SH601869,SH601869,utf-8 bytes of canonical_instrument_id.lower(),13770356477799963362,2,0,0,86
SH601606,SH601606,utf-8 bytes of canonical_instrument_id.lower(),7146763060158676856,1,0,0,3
SH600549,SH600549,utf-8 bytes of canonical_instrument_id.lower(),4380949018564561920,0,0,0,54
SH601958,SH601958,utf-8 bytes of canonical_instrument_id.lower(),18154246749427218430,0,0,0,14
SZ002195,SZ002195,utf-8 bytes of canonical_instrument_id.lower(),14679438438187056102,2,0,0,3
SH600021,SH600021,utf-8 bytes of canonical_instrument_id.lower(),5050982506201082366,1,0,0,81
SZ002517,SZ002517,utf-8 bytes of canonical_instrument_id.lower(),12578717876324627874,4,0,0,36
SH600699,SH600699,utf-8 bytes of canonical_instrument_id.lower(),2198730054636758296,1,0,0,5
SH601598,SH601598,utf-8 bytes of canonical_instrument_id.lower(),18276831418441934559,4,0,0,6
SZ002402,SZ002402,utf-8 bytes of canonical_instrument_id.lower(),12632372980605902053,3,0,0,8
SZ000426,SZ000426,utf-8 bytes of canonical_instrument_id.lower(),11166449061926814866,1,0,0,62
SZ002850,SZ002850,utf-8 bytes of canonical_instrument_id.lower(),8848228478580588824,4,0,0,5
SH601061,SH601061,utf-8 bytes of canonical_instrument_id.lower(),8114683603115279402,2,0,0,60
SZ001309,SZ001309,utf-8 bytes of canonical_instrument_id.lower(),12535061511325671828,3,0,0,28
SZ000657,SZ000657,utf-8 bytes of canonical_instrument_id.lower(),5200659710267361089,4,0,0,44
SH601179,SH601179,utf-8 bytes of canonical_instrument_id.lower(),9605109948405988764,4,0,0,6
SH600292,SH600292,utf-8 bytes of canonical_instrument_id.lower(),3316101699992306736,1,0,0,33
SZ002738,SZ002738,utf-8 bytes of canonical_instrument_id.lower(),10584713738505750499,4,0,0,9
SZ001203,SZ001203,utf-8 bytes of canonical_instrument_id.lower(),3058095521368048500,0,0,0,2
SH603049,SH603049,utf-8 bytes of canonical_instrument_id.lower(),12998278879140977047,2,0,0,10
SH600879,SH600879,utf-8 bytes of canonical_instrument_id.lower(),322590581876350355,0,0,0,13
SZ002851,SZ002851,utf-8 bytes of canonical_instrument_id.lower(),13707024473698625504,4,0,0,2
SH603979,SH603979,utf-8 bytes of canonical_instrument_id.lower(),5301184089925387255,0,0,0,1
SZ000559,SZ000559,utf-8 bytes of canonical_instrument_id.lower(),13345214920570689564,4,0,0,2
SZ000547,SZ000547,utf-8 bytes of canonical_instrument_id.lower(),4947387567535024242,2,0,0,1
