variant,feature,train_median,train_scale
core_plus_intraday_range,WVMA60,1.3881752490997314,0.33920111582279205
core_plus_intraday_range,STD5,0.016378128901124,0.011445193033665419
core_plus_intraday_range,RSQR20,0.44264641404151917,0.39504734601080416
core_plus_intraday_range,CORD60,0.27030104398727417,0.23041483039855956
core_plus_intraday_range,CORD10,0.31023040413856506,0.49893312993329014
core_plus_intraday_range,CORR20,0.3741902709007263,0.4025356631889939
core_plus_intraday_range,KLOW,0.005991414654999971,0.005617261731158942
core_plus_intraday_range,close_momentum_20d,-0.0004476093822660676,0.0851556619066174
core_plus_intraday_range,volume_surprise_20d,-0.11472149187209561,0.4191315821817109
core_plus_intraday_range,intraday_range_1d,0.028455289280558703,0.017339790362020827
core_plus_reversal_volatility,RESI5,-0.00015613158757332712,0.009359119273876422
core_plus_reversal_volatility,WVMA5,0.9227757453918457,0.3271416805565357
core_plus_reversal_volatility,RSQR5,0.5326156616210938,0.4147022800326347
core_plus_reversal_volatility,KLEN,0.028435993939638138,0.01735590133778751
core_plus_reversal_volatility,RSQR10,0.4510950744152069,0.40957870680391784
core_plus_reversal_volatility,CORR5,0.36320799589157104,0.6088860920190811
core_plus_reversal_volatility,CORD5,0.33866506814956665,0.6867460628293455
core_plus_reversal_volatility,CORR10,0.36457201838493347,0.46007707557007665
core_plus_reversal_volatility,ROC60,0.9835680723190308,0.15689960174560547
core_plus_reversal_volatility,RESI10,-0.00028059669421054423,0.01795815206701518
core_plus_reversal_volatility,VSTD5,0.2707083523273468,0.1335715529680252
core_plus_reversal_volatility,RSQR60,0.4371313452720642,0.39400438299179075
core_plus_reversal_volatility,CORR60,0.4021231532096863,0.3736832949757576
core_plus_reversal_volatility,WVMA60,1.3881752490997314,0.33920111582279205
core_plus_reversal_volatility,STD5,0.016378128901124,0.011445193033665419
core_plus_reversal_volatility,RSQR20,0.44264641404151917,0.39504734601080416
core_plus_reversal_volatility,CORD60,0.27030104398727417,0.23041483039855956
core_plus_reversal_volatility,CORD10,0.31023040413856506,0.49893312993329014
core_plus_reversal_volatility,CORR20,0.3741902709007263,0.4025356631889939
core_plus_reversal_volatility,KLOW,0.005991414654999971,0.005617261731158942
core_plus_reversal_volatility,close_momentum_20d,-0.0004476093822660676,0.0851556619066174
core_plus_reversal_volatility,volume_surprise_20d,-0.11472149187209561,0.4191315821817109
core_plus_reversal_volatility,reversal_5d,0.0,0.042056773494367726
core_plus_reversal_volatility,volatility_20d,0.02142689924483961,0.01120484087660248
core_plus_reversal_intraday_range,RESI5,-0.00015613158757332712,0.009359119273876422
core_plus_reversal_intraday_range,WVMA5,0.9227757453918457,0.3271416805565357
core_plus_reversal_intraday_range,RSQR5,0.5326156616210938,0.4147022800326347
core_plus_reversal_intraday_range,KLEN,0.028435993939638138,0.01735590133778751
core_plus_reversal_intraday_range,RSQR10,0.4510950744152069,0.40957870680391784
core_plus_reversal_intraday_range,CORR5,0.36320799589157104,0.6088860920190811
core_plus_reversal_intraday_range,CORD5,0.33866506814956665,0.6867460628293455
core_plus_reversal_intraday_range,CORR10,0.36457201838493347,0.46007707557007665
core_plus_reversal_intraday_range,ROC60,0.9835680723190308,0.15689960174560547
core_plus_reversal_intraday_range,RESI10,-0.00028059669421054423,0.01795815206701518
core_plus_reversal_intraday_range,VSTD5,0.2707083523273468,0.1335715529680252
core_plus_reversal_intraday_range,RSQR60,0.4371313452720642,0.39400438299179075
core_plus_reversal_intraday_range,CORR60,0.4021231532096863,0.3736832949757576
core_plus_reversal_intraday_range,WVMA60,1.3881752490997314,0.33920111582279205
core_plus_reversal_intraday_range,STD5,0.016378128901124,0.011445193033665419
core_plus_reversal_intraday_range,RSQR20,0.44264641404151917,0.39504734601080416
core_plus_reversal_intraday_range,CORD60,0.27030104398727417,0.23041483039855956
core_plus_reversal_intraday_range,CORD10,0.31023040413856506,0.49893312993329014
core_plus_reversal_intraday_range,CORR20,0.3741902709007263,0.4025356631889939
core_plus_reversal_intraday_range,KLOW,0.005991414654999971,0.005617261731158942
core_plus_reversal_intraday_range,close_momentum_20d,-0.0004476093822660676,0.0851556619066174
core_plus_reversal_intraday_range,volume_surprise_20d,-0.11472149187209561,0.4191315821817109
core_plus_reversal_intraday_range,reversal_5d,0.0,0.042056773494367726
core_plus_reversal_intraday_range,intraday_range_1d,0.028455289280558703,0.017339790362020827
core_plus_volatility_intraday_range,RESI5,-0.00015613158757332712,0.009359119273876422
core_plus_volatility_intraday_range,WVMA5,0.9227757453918457,0.3271416805565357
core_plus_volatility_intraday_range,RSQR5,0.5326156616210938,0.4147022800326347
core_plus_volatility_intraday_range,KLEN,0.028435993939638138,0.01735590133778751
core_plus_volatility_intraday_range,RSQR10,0.4510950744152069,0.40957870680391784
core_plus_volatility_intraday_range,CORR5,0.36320799589157104,0.6088860920190811
core_plus_volatility_intraday_range,CORD5,0.33866506814956665,0.6867460628293455
core_plus_volatility_intraday_range,CORR10,0.36457201838493347,0.46007707557007665
core_plus_volatility_intraday_range,ROC60,0.9835680723190308,0.15689960174560547
core_plus_volatility_intraday_range,RESI10,-0.00028059669421054423,0.01795815206701518
core_plus_volatility_intraday_range,VSTD5,0.2707083523273468,0.1335715529680252
core_plus_volatility_intraday_range,RSQR60,0.4371313452720642,0.39400438299179075
core_plus_volatility_intraday_range,CORR60,0.4021231532096863,0.3736832949757576
core_plus_volatility_intraday_range,WVMA60,1.3881752490997314,0.33920111582279205
core_plus_volatility_intraday_range,STD5,0.016378128901124,0.011445193033665419
core_plus_volatility_intraday_range,RSQR20,0.44264641404151917,0.39504734601080416
core_plus_volatility_intraday_range,CORD60,0.27030104398727417,0.23041483039855956
core_plus_volatility_intraday_range,CORD10,0.31023040413856506,0.49893312993329014
core_plus_volatility_intraday_range,CORR20,0.3741902709007263,0.4025356631889939
core_plus_volatility_intraday_range,KLOW,0.005991414654999971,0.005617261731158942
core_plus_volatility_intraday_range,close_momentum_20d,-0.0004476093822660676,0.0851556619066174
core_plus_volatility_intraday_range,volume_surprise_20d,-0.11472149187209561,0.4191315821817109
core_plus_volatility_intraday_range,volatility_20d,0.02142689924483961,0.01120484087660248
core_plus_volatility_intraday_range,intraday_range_1d,0.028455289280558703,0.017339790362020827
core_plus_all_three,RESI5,-0.00015613158757332712,0.009359119273876422
core_plus_all_three,WVMA5,0.9227757453918457,0.3271416805565357
core_plus_all_three,RSQR5,0.5326156616210938,0.4147022800326347
core_plus_all_three,KLEN,0.028435993939638138,0.01735590133778751
core_plus_all_three,RSQR10,0.4510950744152069,0.40957870680391784
core_plus_all_three,CORR5,0.36320799589157104,0.6088860920190811
core_plus_all_three,CORD5,0.33866506814956665,0.6867460628293455
core_plus_all_three,CORR10,0.36457201838493347,0.46007707557007665
core_plus_all_three,ROC60,0.9835680723190308,0.15689960174560547
core_plus_all_three,RESI10,-0.00028059669421054423,0.01795815206701518
core_plus_all_three,VSTD5,0.2707083523273468,0.1335715529680252
core_plus_all_three,RSQR60,0.4371313452720642,0.39400438299179075
core_plus_all_three,CORR60,0.4021231532096863,0.3736832949757576
core_plus_all_three,WVMA60,1.3881752490997314,0.33920111582279205
core_plus_all_three,STD5,0.016378128901124,0.011445193033665419
core_plus_all_three,RSQR20,0.44264641404151917,0.39504734601080416
core_plus_all_three,CORD60,0.27030104398727417,0.23041483039855956
core_plus_all_three,CORD10,0.31023040413856506,0.49893312993329014
core_plus_all_three,CORR20,0.3741902709007263,0.4025356631889939
core_plus_all_three,KLOW,0.005991414654999971,0.005617261731158942
core_plus_all_three,close_momentum_20d,-0.0004476093822660676,0.0851556619066174
core_plus_all_three,volume_surprise_20d,-0.11472149187209561,0.4191315821817109
core_plus_all_three,reversal_5d,0.0,0.042056773494367726
core_plus_all_three,volatility_20d,0.02142689924483961,0.01120484087660248
core_plus_all_three,intraday_range_1d,0.028455289280558703,0.017339790362020827
