fetched_at_utc,snapshot_date,provider,board_type,board_name,board_code,role,source_api,序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,换手率,市盈率-动态,市净率
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,乳品,BK1585,current_membership,stock_board_industry_cons_em,1,002329,皇氏集团,3.27,10.1,0.3,676885,216752329.97,9.09,3.27,3.0,3.0,2.97,10.39,167.12,5.46
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,乳品,BK1585,current_membership,stock_board_industry_cons_em,2,002910,庄园牧场,12.22,9.99,1.11,262769,308392153.94,9.81,12.22,11.13,11.16,11.11,15.36,-18.96,2.41
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,乳品,BK1585,current_membership,stock_board_industry_cons_em,3,600887,伊利股份,25.07,1.91,0.47,646628,1609218196.0,3.7,25.21,24.3,24.54,24.6,1.03,7.35,2.94
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,乳品,BK1585,current_membership,stock_board_industry_cons_em,4,600597,光明乳业,6.45,1.9,0.12,93179,59639457.0,3.16,6.47,6.27,6.33,6.33,0.68,33.35,0.97
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,乳品,BK1585,current_membership,stock_board_industry_cons_em,5,600429,三元股份,4.19,1.7,0.07,150325,62500277.0,3.16,4.21,4.08,4.12,4.12,1.0,15.68,1.3
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,乳品,BK1585,current_membership,stock_board_industry_cons_em,6,600882,妙可蓝多,17.16,1.6,0.27,60397,103771392.0,4.38,17.4,16.66,16.66,16.89,1.18,28.96,1.88
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,乳品,BK1585,current_membership,stock_board_industry_cons_em,7,002732,燕塘乳业,13.18,1.31,0.17,17411,22881198.0,2.15,13.26,12.98,13.02,13.01,1.11,10474.07,1.38
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,乳品,BK1585,current_membership,stock_board_industry_cons_em,8,605300,佳禾食品,9.11,0.89,0.08,62215,56763098.0,2.55,9.24,9.01,9.06,9.03,1.37,58.06,1.45
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,乳品,BK1585,current_membership,stock_board_industry_cons_em,9,002570,贝因美,4.11,0.74,0.03,208233,85455110.3,2.21,4.14,4.05,4.09,4.08,1.93,28.49,2.72
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,乳品,BK1585,current_membership,stock_board_industry_cons_em,10,001318,阳光乳业,10.52,0.67,0.07,23107,24347907.0,2.2,10.63,10.4,10.48,10.45,0.82,38.96,2.1
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,乳品,BK1585,current_membership,stock_board_industry_cons_em,11,600419,天润乳业,8.03,0.38,0.03,36024,28848761.0,1.5,8.07,7.95,7.99,8.0,1.14,21.29,1.03
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,乳品,BK1585,current_membership,stock_board_industry_cons_em,12,605179,一鸣食品,13.41,0.3,0.04,18585,24908730.0,2.17,13.57,13.28,13.3,13.37,0.46,85.0,4.73
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,乳品,BK1585,current_membership,stock_board_industry_cons_em,13,300915,海融科技,20.57,0.15,0.03,8063,16575868.48,1.95,20.7,20.3,20.4,20.54,1.4,35.26,1.74
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,乳品,BK1585,current_membership,stock_board_industry_cons_em,14,300106,西部牧业,10.2,0.0,0.0,60703,62159488.9,3.14,10.43,10.11,10.21,10.2,2.87,108.7,5.72
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,乳品,BK1585,current_membership,stock_board_industry_cons_em,15,002946,新乳业,14.64,0.0,0.0,61088,89408690.0,3.07,14.88,14.43,14.7,14.64,0.72,16.9,3.3
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,乳品,BK1585,current_membership,stock_board_industry_cons_em,16,300892,品渥食品,20.05,-0.05,-0.01,19787,39735846.0,3.89,20.57,19.79,20.25,20.06,3.06,-286.07,1.95
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,乳品,BK1585,current_membership,stock_board_industry_cons_em,17,605388,均瑶健康,5.05,-0.2,-0.01,64605,32749185.0,2.37,5.14,5.02,5.02,5.06,1.08,87.49,1.97
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,乳品,BK1585,current_membership,stock_board_industry_cons_em,18,300898,熊猫乳品,19.02,-0.21,-0.04,17012,32641622.4,2.78,19.52,18.99,19.13,19.06,1.48,34.91,2.44
2026-07-06T07:48:20Z,2026-07-06,eastmoney,industry,乳品,BK1585,current_membership,stock_board_industry_cons_em,19,920786,骑士乳业,6.08,-2.41,-0.15,35190,21645178.62,4.49,6.28,6.0,6.22,6.23,2.49,25.5,1.69
