frontier_arm_id,split,window_id,episode_id,instrument,episode_split,episode_low_date,episode_high_date,first_50pct_date,board_bucket,duration_bucket,low_to_high_sessions,mfe_120,nearest_event_before_window_date,nearest_event_before_window_gap_sessions,nearest_event_after_window_date,nearest_event_after_window_gap_sessions,nearest_same_family_event_date,nearest_same_family_event_gap_sessions,nearest_same_instrument_event_key,nearest_event_minus_low_sessions,nearest_event_before_window_key,nearest_event_before_window_gap_days,nearest_event_after_window_key,nearest_event_after_window_gap_days,same_instrument_event_n_in_arm_split,miss_reason,diagnostic_status
08_R6_event_regime_gated_raw,all,low_to_first_50pct,SZ002008_20251017_0000,SZ002008,robustness,2025-10-17,2026-04-16,2026-04-16,main_board,long,120,1.5174520069808026,2025-09-17,16.0,,,2025-09-17,-16.0,SZ002008_20250917_risk_on_transition_union,-16.0,SZ002008_20250917_risk_on_transition_union,16.0,,,11,timing_calendar_gap,ok
08_R6_event_regime_gated_raw,all,low_to_first_50pct,SZ002192_20210827_0000,SZ002192,train,2021-08-27,2021-09-13,2021-09-13,main_board,fast,11,0.5406686830703833,2021-08-23,4.0,2021-12-01,50.0,2021-08-23,-4.0,SZ002192_20210823_risk_on_transition_union,-4.0,SZ002192_20210823_risk_on_transition_union,4.0,SZ002192_20211201_risk_on_transition_union,50.0,6,unknown,ok
08_R6_event_regime_gated_raw,all,low_to_first_50pct,SZ002195_20251017_0001,SZ002195,robustness,2025-10-17,2026-01-14,2026-01-14,main_board,medium,61,0.886981402002861,2025-09-17,16.0,,,2025-09-17,-16.0,SZ002195_20250917_risk_on_transition_union,-16.0,SZ002195_20250917_risk_on_transition_union,16.0,,,8,timing_calendar_gap,ok
08_R6_event_regime_gated_raw,all,low_to_first_50pct,SZ002837_20251112_0000,SZ002837,robustness,2025-11-12,2026-04-20,2026-04-20,main_board,long,104,0.8886643766417457,2025-09-24,29.0,,,2025-09-24,-29.0,SZ002837_20250924_risk_on_transition_union,-29.0,SZ002837_20250924_risk_on_transition_union,29.0,,,6,timing_calendar_gap,ok
08_R6_event_regime_gated_raw,all,low_to_first_50pct,SZ300123_20190429_0001,SZ300123,train,2019-04-29,2019-05-14,2019-05-14,chinext,fast,8,0.693877551020408,2019-04-18,7.0,2019-07-29,53.0,2019-04-18,-7.0,SZ300123_20190418_risk_on_transition_union,-7.0,SZ300123_20190418_risk_on_transition_union,7.0,SZ300123_20190729_risk_on_transition_union,53.0,15,unknown,ok
08_R6_event_regime_gated_raw,all,low_to_first_50pct,SZ300251_20251017_0008,SZ300251,robustness,2025-10-17,2026-02-11,2026-02-11,chinext,long,81,0.8537350910232266,2025-08-04,48.0,,,2025-08-04,-48.0,SZ300251_20250804_risk_on_transition_union,-48.0,SZ300251_20250804_risk_on_transition_union,48.0,,,37,timing_calendar_gap,ok
08_R6_event_regime_gated_raw,all,low_to_first_50pct,SZ300276_20200612_0001,SZ300276,train,2020-06-12,2020-09-09,2020-09-09,chinext,medium,61,0.615866388308977,2020-05-06,27.0,2020-11-05,35.0,2020-05-06,-27.0,SZ300276_20200506_risk_on_transition_union,-27.0,SZ300276_20200506_risk_on_transition_union,27.0,SZ300276_20201105_risk_on_transition_union,35.0,7,unknown,ok
08_R6_event_regime_gated_raw,all,low_to_first_50pct,SZ300383_20251023_0005,SZ300383,robustness,2025-10-23,2026-04-14,2026-04-14,chinext,long,114,0.5015698587127158,2025-07-17,64.0,,,2025-07-17,-64.0,SZ300383_20250717_risk_on_transition_union,-64.0,SZ300383_20250717_risk_on_transition_union,64.0,,,29,timing_calendar_gap,ok
08_R6_event_regime_gated_raw,all,low_to_first_50pct,SZ300433_20251017_0003,SZ300433,robustness,2025-10-17,2026-01-12,2026-01-12,chinext,medium,59,0.602360752489856,2025-09-17,16.0,,,2025-09-17,-16.0,SZ300433_20250917_risk_on_transition_union,-16.0,SZ300433_20250917_risk_on_transition_union,16.0,,,13,timing_calendar_gap,ok
08_R6_event_regime_gated_raw,all,low_to_first_50pct,SZ300442_20251023_0005,SZ300442,robustness,2025-10-23,2026-02-27,2026-02-27,chinext,medium,77,1.3707915273132665,2025-08-18,42.0,,,2025-08-18,-42.0,SZ300442_20250818_risk_on_transition_union,-42.0,SZ300442_20250818_risk_on_transition_union,42.0,,,17,timing_calendar_gap,ok
08_R6_event_regime_gated_raw,all,low_to_first_50pct,SZ300454_20251017_0004,SZ300454,robustness,2025-10-17,2026-01-28,2026-01-28,chinext,medium,71,0.825242718446602,2025-08-22,34.0,,,2025-08-22,-34.0,SZ300454_20250822_risk_on_transition_union,-34.0,SZ300454_20250822_risk_on_transition_union,34.0,,,8,timing_calendar_gap,ok
08_R6_event_regime_gated_raw,all,low_to_first_50pct,SZ300777_20201218_0000,SZ300777,train,2020-12-18,2021-01-07,2021-01-07,chinext,fast,13,0.5684157670097916,2020-12-14,4.0,2021-01-12,3.0,2020-12-14,-4.0,SZ300777_20201214_risk_on_transition_union,-4.0,SZ300777_20201214_risk_on_transition_union,4.0,SZ300777_20210112_risk_on_transition_union,3.0,13,unknown,ok
08_R6_event_regime_gated_raw,train,low_to_high,SH600985_20211129_0002,SH600985,train,2021-11-29,2022-04-15,2022-04-15,main_board,long,91,0.6856106408706166,2021-09-06,53.0,,,2021-09-06,-53.0,SH600985_20210906_risk_on_transition_union,-53.0,SH600985_20210906_risk_on_transition_union,53.0,,,11,timing_calendar_gap,ok
08_R6_event_regime_gated_raw,train,low_to_high,SH601689_20211217_0004,SH601689,train,2021-12-17,2022-06-20,2022-06-20,main_board,long,119,0.504835589941973,2021-11-09,28.0,,,2021-11-09,-28.0,SH601689_20211109_risk_on_transition_union,-28.0,SH601689_20211109_risk_on_transition_union,28.0,,,17,timing_calendar_gap,ok
08_R6_event_regime_gated_raw,train,low_to_high,SZ002192_20210827_0000,SZ002192,train,2021-08-27,2021-09-13,2021-09-13,main_board,fast,11,0.5406686830703833,2021-08-23,4.0,2021-12-01,50.0,2021-08-23,-4.0,SZ002192_20210823_risk_on_transition_union,-4.0,SZ002192_20210823_risk_on_transition_union,4.0,SZ002192_20211201_risk_on_transition_union,50.0,3,unknown,ok
08_R6_event_regime_gated_raw,train,low_to_high,SZ300123_20190429_0001,SZ300123,train,2019-04-29,2019-05-14,2019-05-14,chinext,fast,8,0.693877551020408,2019-04-18,7.0,2019-07-29,53.0,2019-04-18,-7.0,SZ300123_20190418_risk_on_transition_union,-7.0,SZ300123_20190418_risk_on_transition_union,7.0,SZ300123_20190729_risk_on_transition_union,53.0,15,unknown,ok
08_R6_event_regime_gated_raw,train,low_to_high,SZ300276_20200612_0001,SZ300276,train,2020-06-12,2020-09-09,2020-09-09,chinext,medium,61,0.615866388308977,2020-05-06,27.0,2020-11-05,35.0,2020-05-06,-27.0,SZ300276_20200506_risk_on_transition_union,-27.0,SZ300276_20200506_risk_on_transition_union,27.0,SZ300276_20201105_risk_on_transition_union,35.0,6,unknown,ok
08_R6_event_regime_gated_raw,train,low_to_high,SZ300777_20201218_0000,SZ300777,train,2020-12-18,2021-01-07,2021-01-07,chinext,fast,13,0.5684157670097916,2020-12-14,4.0,2021-01-12,3.0,2020-12-14,-4.0,SZ300777_20201214_risk_on_transition_union,-4.0,SZ300777_20201214_risk_on_transition_union,4.0,SZ300777_20210112_risk_on_transition_union,3.0,10,unknown,ok
08_R6_event_regime_gated_raw,train,low_to_first_50pct,SH600985_20211129_0002,SH600985,train,2021-11-29,2022-04-15,2022-04-15,main_board,long,91,0.6856106408706166,2021-09-06,53.0,,,2021-09-06,-53.0,SH600985_20210906_risk_on_transition_union,-53.0,SH600985_20210906_risk_on_transition_union,53.0,,,11,timing_calendar_gap,ok
08_R6_event_regime_gated_raw,train,low_to_first_50pct,SH601689_20211217_0004,SH601689,train,2021-12-17,2022-06-20,2022-06-20,main_board,long,119,0.504835589941973,2021-11-09,28.0,,,2021-11-09,-28.0,SH601689_20211109_risk_on_transition_union,-28.0,SH601689_20211109_risk_on_transition_union,28.0,,,17,timing_calendar_gap,ok
08_R6_event_regime_gated_raw,train,low_to_first_50pct,SZ002192_20210827_0000,SZ002192,train,2021-08-27,2021-09-13,2021-09-13,main_board,fast,11,0.5406686830703833,2021-08-23,4.0,2021-12-01,50.0,2021-08-23,-4.0,SZ002192_20210823_risk_on_transition_union,-4.0,SZ002192_20210823_risk_on_transition_union,4.0,SZ002192_20211201_risk_on_transition_union,50.0,3,unknown,ok
08_R6_event_regime_gated_raw,train,low_to_first_50pct,SZ300123_20190429_0001,SZ300123,train,2019-04-29,2019-05-14,2019-05-14,chinext,fast,8,0.693877551020408,2019-04-18,7.0,2019-07-29,53.0,2019-04-18,-7.0,SZ300123_20190418_risk_on_transition_union,-7.0,SZ300123_20190418_risk_on_transition_union,7.0,SZ300123_20190729_risk_on_transition_union,53.0,15,unknown,ok
08_R6_event_regime_gated_raw,train,low_to_first_50pct,SZ300276_20200612_0001,SZ300276,train,2020-06-12,2020-09-09,2020-09-09,chinext,medium,61,0.615866388308977,2020-05-06,27.0,2020-11-05,35.0,2020-05-06,-27.0,SZ300276_20200506_risk_on_transition_union,-27.0,SZ300276_20200506_risk_on_transition_union,27.0,SZ300276_20201105_risk_on_transition_union,35.0,6,unknown,ok
08_R6_event_regime_gated_raw,train,low_to_first_50pct,SZ300777_20201218_0000,SZ300777,train,2020-12-18,2021-01-07,2021-01-07,chinext,fast,13,0.5684157670097916,2020-12-14,4.0,2021-01-12,3.0,2020-12-14,-4.0,SZ300777_20201214_risk_on_transition_union,-4.0,SZ300777_20201214_risk_on_transition_union,4.0,SZ300777_20210112_risk_on_transition_union,3.0,10,unknown,ok
08_R6_event_regime_gated_raw,robustness,low_to_high,SH600482_20250924_0002,SH600482,robustness,2025-09-24,2026-03-06,2026-03-06,main_board,long,103,0.8739856801909307,2025-06-24,66.0,,,2025-06-24,-66.0,SH600482_20250624_risk_on_transition_union,-66.0,SH600482_20250624_risk_on_transition_union,66.0,,,6,timing_calendar_gap,ok
08_R6_event_regime_gated_raw,robustness,low_to_high,SH600489_20251105_0004,SH600489,robustness,2025-11-05,2026-01-29,2026-01-29,main_board,medium,59,1.0688279301745631,2025-10-15,15.0,,,2025-10-15,-15.0,SH600489_20251015_risk_on_transition_union,-15.0,SH600489_20251015_risk_on_transition_union,15.0,,,11,timing_calendar_gap,ok
08_R6_event_regime_gated_raw,robustness,low_to_high,SH600547_20251105_0006,SH600547,robustness,2025-11-05,2026-01-29,2026-01-29,main_board,medium,59,0.9538002980625933,2025-09-05,37.0,,,2025-09-05,-37.0,SH600547_20250905_risk_on_transition_union,-37.0,SH600547_20250905_risk_on_transition_union,37.0,,,8,timing_calendar_gap,ok
08_R6_event_regime_gated_raw,robustness,low_to_high,SH600968_20250922_0001,SH600968,robustness,2025-09-22,2026-03-04,2026-03-04,main_board,long,103,0.5384615384615383,2025-06-04,78.0,,,2025-06-04,-78.0,SH600968_20250604_risk_on_transition_union,-78.0,SH600968_20250604_risk_on_transition_union,78.0,,,8,timing_calendar_gap,ok
08_R6_event_regime_gated_raw,robustness,low_to_high,SH601868_20250905_0000,SH601868,robustness,2025-09-05,2026-03-12,2026-03-12,main_board,long,120,0.6033755274261603,2025-07-21,34.0,,,2025-07-21,-34.0,SH601868_20250721_risk_on_transition_union,-34.0,SH601868_20250721_risk_on_transition_union,34.0,,,2,timing_calendar_gap,ok
08_R6_event_regime_gated_raw,robustness,low_to_high,SH601958_20251023_0003,SH601958,robustness,2025-10-23,2026-03-03,2026-03-03,main_board,long,85,0.984924623115578,2025-08-20,40.0,,,2025-08-20,-40.0,SH601958_20250820_risk_on_transition_union,-40.0,SH601958_20250820_risk_on_transition_union,40.0,,,8,timing_calendar_gap,ok
08_R6_event_regime_gated_raw,robustness,low_to_high,SZ000426_20251105_0000,SZ000426,robustness,2025-11-05,2026-01-29,2026-01-29,main_board,medium,59,1.760147601476015,2025-10-29,5.0,,,2025-10-29,-5.0,SZ000426_20251029_risk_on_transition_union,-5.0,SZ000426_20251029_risk_on_transition_union,5.0,,,8,timing_calendar_gap,ok
08_R6_event_regime_gated_raw,robustness,low_to_high,SZ002008_20251017_0000,SZ002008,robustness,2025-10-17,2026-04-16,2026-04-16,main_board,long,120,1.5174520069808026,2025-09-17,16.0,,,2025-09-17,-16.0,SZ002008_20250917_risk_on_transition_union,-16.0,SZ002008_20250917_risk_on_transition_union,16.0,,,5,timing_calendar_gap,ok
08_R6_event_regime_gated_raw,robustness,low_to_high,SZ002195_20251017_0001,SZ002195,robustness,2025-10-17,2026-01-14,2026-01-14,main_board,medium,61,0.886981402002861,2025-09-17,16.0,,,2025-09-17,-16.0,SZ002195_20250917_risk_on_transition_union,-16.0,SZ002195_20250917_risk_on_transition_union,16.0,,,5,timing_calendar_gap,ok
08_R6_event_regime_gated_raw,robustness,low_to_high,SZ002837_20251112_0000,SZ002837,robustness,2025-11-12,2026-04-20,2026-04-20,main_board,long,104,0.8886643766417457,2025-09-24,29.0,,,2025-09-24,-29.0,SZ002837_20250924_risk_on_transition_union,-29.0,SZ002837_20250924_risk_on_transition_union,29.0,,,6,timing_calendar_gap,ok
08_R6_event_regime_gated_raw,robustness,low_to_high,SZ300251_20251017_0008,SZ300251,robustness,2025-10-17,2026-02-11,2026-02-11,chinext,long,81,0.8537350910232266,2025-08-04,48.0,,,2025-08-04,-48.0,SZ300251_20250804_risk_on_transition_union,-48.0,SZ300251_20250804_risk_on_transition_union,48.0,,,8,timing_calendar_gap,ok
08_R6_event_regime_gated_raw,robustness,low_to_high,SZ300383_20251023_0005,SZ300383,robustness,2025-10-23,2026-04-14,2026-04-14,chinext,long,114,0.5015698587127158,2025-07-17,64.0,,,2025-07-17,-64.0,SZ300383_20250717_risk_on_transition_union,-64.0,SZ300383_20250717_risk_on_transition_union,64.0,,,8,timing_calendar_gap,ok
08_R6_event_regime_gated_raw,robustness,low_to_high,SZ300433_20251017_0003,SZ300433,robustness,2025-10-17,2026-01-12,2026-01-12,chinext,medium,59,0.602360752489856,2025-09-17,16.0,,,2025-09-17,-16.0,SZ300433_20250917_risk_on_transition_union,-16.0,SZ300433_20250917_risk_on_transition_union,16.0,,,12,timing_calendar_gap,ok
08_R6_event_regime_gated_raw,robustness,low_to_high,SZ300442_20251023_0005,SZ300442,robustness,2025-10-23,2026-02-27,2026-02-27,chinext,medium,77,1.3707915273132665,2025-08-18,42.0,,,2025-08-18,-42.0,SZ300442_20250818_risk_on_transition_union,-42.0,SZ300442_20250818_risk_on_transition_union,42.0,,,10,timing_calendar_gap,ok
08_R6_event_regime_gated_raw,robustness,low_to_high,SZ300454_20251017_0004,SZ300454,robustness,2025-10-17,2026-01-28,2026-01-28,chinext,medium,71,0.825242718446602,2025-08-22,34.0,,,2025-08-22,-34.0,SZ300454_20250822_risk_on_transition_union,-34.0,SZ300454_20250822_risk_on_transition_union,34.0,,,8,timing_calendar_gap,ok
08_R6_event_regime_gated_raw,robustness,low_to_first_50pct,SH600482_20250924_0002,SH600482,robustness,2025-09-24,2026-03-06,2026-03-06,main_board,long,103,0.8739856801909307,2025-06-24,66.0,,,2025-06-24,-66.0,SH600482_20250624_risk_on_transition_union,-66.0,SH600482_20250624_risk_on_transition_union,66.0,,,6,timing_calendar_gap,ok
08_R6_event_regime_gated_raw,robustness,low_to_first_50pct,SH600489_20251105_0004,SH600489,robustness,2025-11-05,2026-01-29,2026-01-29,main_board,medium,59,1.0688279301745631,2025-10-15,15.0,,,2025-10-15,-15.0,SH600489_20251015_risk_on_transition_union,-15.0,SH600489_20251015_risk_on_transition_union,15.0,,,11,timing_calendar_gap,ok
08_R6_event_regime_gated_raw,robustness,low_to_first_50pct,SH600547_20251105_0006,SH600547,robustness,2025-11-05,2026-01-29,2026-01-29,main_board,medium,59,0.9538002980625933,2025-09-05,37.0,,,2025-09-05,-37.0,SH600547_20250905_risk_on_transition_union,-37.0,SH600547_20250905_risk_on_transition_union,37.0,,,8,timing_calendar_gap,ok
08_R6_event_regime_gated_raw,robustness,low_to_first_50pct,SH600968_20250922_0001,SH600968,robustness,2025-09-22,2026-03-04,2026-03-04,main_board,long,103,0.5384615384615383,2025-06-04,78.0,,,2025-06-04,-78.0,SH600968_20250604_risk_on_transition_union,-78.0,SH600968_20250604_risk_on_transition_union,78.0,,,8,timing_calendar_gap,ok
08_R6_event_regime_gated_raw,robustness,low_to_first_50pct,SH601868_20250905_0000,SH601868,robustness,2025-09-05,2026-03-12,2026-03-12,main_board,long,120,0.6033755274261603,2025-07-21,34.0,,,2025-07-21,-34.0,SH601868_20250721_risk_on_transition_union,-34.0,SH601868_20250721_risk_on_transition_union,34.0,,,2,timing_calendar_gap,ok
08_R6_event_regime_gated_raw,robustness,low_to_first_50pct,SH601958_20251023_0003,SH601958,robustness,2025-10-23,2026-03-03,2026-03-03,main_board,long,85,0.984924623115578,2025-08-20,40.0,,,2025-08-20,-40.0,SH601958_20250820_risk_on_transition_union,-40.0,SH601958_20250820_risk_on_transition_union,40.0,,,8,timing_calendar_gap,ok
08_R6_event_regime_gated_raw,robustness,low_to_first_50pct,SZ000426_20251105_0000,SZ000426,robustness,2025-11-05,2026-01-29,2026-01-29,main_board,medium,59,1.760147601476015,2025-10-29,5.0,,,2025-10-29,-5.0,SZ000426_20251029_risk_on_transition_union,-5.0,SZ000426_20251029_risk_on_transition_union,5.0,,,8,timing_calendar_gap,ok
08_R6_event_regime_gated_raw,robustness,low_to_first_50pct,SZ002008_20251017_0000,SZ002008,robustness,2025-10-17,2026-04-16,2026-04-16,main_board,long,120,1.5174520069808026,2025-09-17,16.0,,,2025-09-17,-16.0,SZ002008_20250917_risk_on_transition_union,-16.0,SZ002008_20250917_risk_on_transition_union,16.0,,,5,timing_calendar_gap,ok
08_R6_event_regime_gated_raw,robustness,low_to_first_50pct,SZ002195_20251017_0001,SZ002195,robustness,2025-10-17,2026-01-14,2026-01-14,main_board,medium,61,0.886981402002861,2025-09-17,16.0,,,2025-09-17,-16.0,SZ002195_20250917_risk_on_transition_union,-16.0,SZ002195_20250917_risk_on_transition_union,16.0,,,5,timing_calendar_gap,ok
08_R6_event_regime_gated_raw,robustness,low_to_first_50pct,SZ002837_20251112_0000,SZ002837,robustness,2025-11-12,2026-04-20,2026-04-20,main_board,long,104,0.8886643766417457,2025-09-24,29.0,,,2025-09-24,-29.0,SZ002837_20250924_risk_on_transition_union,-29.0,SZ002837_20250924_risk_on_transition_union,29.0,,,6,timing_calendar_gap,ok
08_R6_event_regime_gated_raw,robustness,low_to_first_50pct,SZ300251_20251017_0008,SZ300251,robustness,2025-10-17,2026-02-11,2026-02-11,chinext,long,81,0.8537350910232266,2025-08-04,48.0,,,2025-08-04,-48.0,SZ300251_20250804_risk_on_transition_union,-48.0,SZ300251_20250804_risk_on_transition_union,48.0,,,8,timing_calendar_gap,ok
08_R6_event_regime_gated_raw,robustness,low_to_first_50pct,SZ300383_20251023_0005,SZ300383,robustness,2025-10-23,2026-04-14,2026-04-14,chinext,long,114,0.5015698587127158,2025-07-17,64.0,,,2025-07-17,-64.0,SZ300383_20250717_risk_on_transition_union,-64.0,SZ300383_20250717_risk_on_transition_union,64.0,,,8,timing_calendar_gap,ok
08_R6_event_regime_gated_raw,robustness,low_to_first_50pct,SZ300433_20251017_0003,SZ300433,robustness,2025-10-17,2026-01-12,2026-01-12,chinext,medium,59,0.602360752489856,2025-09-17,16.0,,,2025-09-17,-16.0,SZ300433_20250917_risk_on_transition_union,-16.0,SZ300433_20250917_risk_on_transition_union,16.0,,,12,timing_calendar_gap,ok
08_R6_event_regime_gated_raw,robustness,low_to_first_50pct,SZ300442_20251023_0005,SZ300442,robustness,2025-10-23,2026-02-27,2026-02-27,chinext,medium,77,1.3707915273132665,2025-08-18,42.0,,,2025-08-18,-42.0,SZ300442_20250818_risk_on_transition_union,-42.0,SZ300442_20250818_risk_on_transition_union,42.0,,,10,timing_calendar_gap,ok
08_R6_event_regime_gated_raw,robustness,low_to_first_50pct,SZ300454_20251017_0004,SZ300454,robustness,2025-10-17,2026-01-28,2026-01-28,chinext,medium,71,0.825242718446602,2025-08-22,34.0,,,2025-08-22,-34.0,SZ300454_20250822_risk_on_transition_union,-34.0,SZ300454_20250822_risk_on_transition_union,34.0,,,8,timing_calendar_gap,ok
12A2_C0_primary_canonical_union,all,low_to_high,SH600489_20251105_0004,SH600489,robustness,2025-11-05,2026-01-29,2026-01-29,main_board,medium,59,1.0688279301745631,2025-10-14,16.0,,,2025-10-14,-16.0,3fbea04d6dff8630fb9a5affdd2443dc1b667644d05ab806f1eedd0991b6059c,-16.0,3fbea04d6dff8630fb9a5affdd2443dc1b667644d05ab806f1eedd0991b6059c,16.0,,,65,timing_calendar_gap,ok
12A2_C0_primary_canonical_union,all,low_to_high,SH600547_20251105_0006,SH600547,robustness,2025-11-05,2026-01-29,2026-01-29,main_board,medium,59,0.9538002980625933,2025-09-09,35.0,,,2025-09-09,-35.0,b12de0837153196c4a53d73ed004daad7bfcb57518b478e5192170c7f663dd02,-35.0,b12de0837153196c4a53d73ed004daad7bfcb57518b478e5192170c7f663dd02,35.0,,,67,timing_calendar_gap,ok
12A2_C0_primary_canonical_union,all,low_to_high,SZ002008_20251017_0000,SZ002008,robustness,2025-10-17,2026-04-16,2026-04-16,main_board,long,120,1.5174520069808026,2025-09-18,15.0,,,2025-09-18,-15.0,10dfbf16cd9a1da2c9ed14d7abbefe89939b8eb049350ad6e098d235fd2a8840,-15.0,10dfbf16cd9a1da2c9ed14d7abbefe89939b8eb049350ad6e098d235fd2a8840,15.0,,,15,timing_calendar_gap,ok
12A2_C0_primary_canonical_union,all,low_to_high,SZ300251_20251017_0008,SZ300251,robustness,2025-10-17,2026-02-11,2026-02-11,chinext,long,81,0.8537350910232266,2025-09-24,11.0,,,2025-09-24,-11.0,5ce95c65d72b5c60e0b1593bbf90239f031307abb0dffa3bacbc0f270c2aa761,-11.0,5ce95c65d72b5c60e0b1593bbf90239f031307abb0dffa3bacbc0f270c2aa761,11.0,,,61,timing_calendar_gap,ok
12A2_C0_primary_canonical_union,all,low_to_high,SZ300383_20251023_0005,SZ300383,robustness,2025-10-23,2026-04-14,2026-04-14,chinext,long,114,0.5015698587127158,2025-08-18,42.0,,,2025-08-18,-42.0,50c5198591d0c8dfbeb3c8496c08972bfc8b3da227f690866a01abd9c85d163a,-42.0,50c5198591d0c8dfbeb3c8496c08972bfc8b3da227f690866a01abd9c85d163a,42.0,,,51,timing_calendar_gap,ok
12A2_C0_primary_canonical_union,all,low_to_high,SZ300699_20250801_0007,SZ300699,robustness,2025-08-01,2026-01-12,2026-01-12,chinext,long,108,0.57543391188251,2025-05-30,44.0,,,2025-05-30,-44.0,c9cfd4a173012483b71a65ed27bac767246d4fbb3cfd6d7c925dd3d3da9d5700,-44.0,c9cfd4a173012483b71a65ed27bac767246d4fbb3cfd6d7c925dd3d3da9d5700,44.0,,,53,timing_calendar_gap,ok
